kind,published,duration,title,video_id,url,file
video,2026-05-26,00:29:50,Healthcare AI Is Failing And the Fix Isn't More Data,9FfSPxR7M7U,https://www.youtube.com/watch?v=9FfSPxR7M7U,videos/20260526-healthcare-ai-is-failing-and-the-fix-isn-t-more-data-9FfSPxR7M7U.txt
video,2026-05-12,00:38:59,Your Product Isn’t Ready for AI Until You Fix These Software Mistakes,dbwSf8dn5JI,https://www.youtube.com/watch?v=dbwSf8dn5JI,videos/20260512-your-product-isn-t-ready-for-ai-until-you-fix-these-software-dbwSf8dn5JI.txt
video,2026-05-12,00:32:27,Your Product Isn’t Ready for AI Until You Fix These Software Mistakes,kW5axmGKlt4,https://www.youtube.com/watch?v=kW5axmGKlt4,videos/20260512-your-product-isn-t-ready-for-ai-until-you-fix-these-software-kW5axmGKlt4.txt
video,2026-04-28,00:54:10,Why Most SaaS Companies Fail to Scale in the AI Era,vU4QbL3aNTY,https://www.youtube.com/watch?v=vU4QbL3aNTY,videos/20260428-why-most-saas-companies-fail-to-scale-in-the-ai-era-vU4QbL3aNTY.txt
video,2026-04-28,00:46:48,Why Most SaaS Companies Fail to Scale in the AI Era,Sx3lufdBX30,https://www.youtube.com/watch?v=Sx3lufdBX30,videos/20260428-why-most-saas-companies-fail-to-scale-in-the-ai-era-Sx3lufdBX30.txt
video,2026-04-21,00:36:03,Hype or Game Changer? How Developers Are Actually Using Claude Code,pVkZFOgh3vk,https://www.youtube.com/watch?v=pVkZFOgh3vk,videos/20260421-hype-or-game-changer-how-developers-are-actually-using-claud-pVkZFOgh3vk.txt
video,2026-04-21,00:31:02,Hype or Game Changer? How Developers Are Actually Using Claude Code,Zbmv33RZjTM,https://www.youtube.com/watch?v=Zbmv33RZjTM,videos/20260421-hype-or-game-changer-how-developers-are-actually-using-claud-Zbmv33RZjTM.txt
video,2026-04-14,00:45:43,Stop Flying Blind: The Financial System Every SaaS Needs with Anthony Nitsos,HxxJfoOBmUk,https://www.youtube.com/watch?v=HxxJfoOBmUk,videos/20260414-stop-flying-blind-the-financial-system-every-saas-needs-with-HxxJfoOBmUk.txt
video,2026-04-14,00:42:19,Stop Flying Blind: The Financial System Every SaaS Needs with Anthony Nitsos,XGulifkfnhQ,https://www.youtube.com/watch?v=XGulifkfnhQ,videos/20260414-stop-flying-blind-the-financial-system-every-saas-needs-with-XGulifkfnhQ.txt
video,2026-04-07,00:39:27,Fail-Safe by Design: How Safety-Critical Systems Thinking Can Scale Your SaaS with Kjell Hedstrom,EETQBaEDvqc,https://www.youtube.com/watch?v=EETQBaEDvqc,videos/20260407-fail-safe-by-design-how-safety-critical-systems-thinking-can-EETQBaEDvqc.txt
video,2026-04-07,00:31:01,Fail-Safe by Design: How Safety-Critical Systems Thinking Can Scale Your SaaS with Kjell Hedstrom,g9gAOCOcWgk,https://www.youtube.com/watch?v=g9gAOCOcWgk,videos/20260407-fail-safe-by-design-how-safety-critical-systems-thinking-can-g9gAOCOcWgk.txt
video,2026-04-01,00:56:46,How Joe Walsh is Pivoting a $4B Legacy Business into a SaaS Model,pdUUkX_fxjU,https://www.youtube.com/watch?v=pdUUkX_fxjU,videos/20260401-how-joe-walsh-is-pivoting-a-4b-legacy-business-into-a-saas-m-pdUUkX_fxjU.txt
video,2026-03-31,00:48:19,How Joe Walsh is Pivoting a $4B Legacy Business into a SaaS Model,r6KtnNqEl_o,https://www.youtube.com/watch?v=r6KtnNqEl_o,videos/20260331-how-joe-walsh-is-pivoting-a-4b-legacy-business-into-a-saas-m-r6KtnNqEl_o.txt
video,2026-03-24,00:45:26,You're Shipping Constantly - So Why Aren't You Growing? With Daniel Layfield,MwNGX09X5AQ,https://www.youtube.com/watch?v=MwNGX09X5AQ,videos/20260324-you-re-shipping-constantly-so-why-aren-t-you-growing-with-da-MwNGX09X5AQ.txt
video,2026-03-24,00:40:22,You're Shipping Constantly - So Why Aren't You Growing? With Daniel Layfield,fyk-Aoa3LJY,https://www.youtube.com/watch?v=fyk-Aoa3LJY,videos/20260324-you-re-shipping-constantly-so-why-aren-t-you-growing-with-da-fyk-Aoa3LJY.txt
video,2026-03-17,00:42:34,AI-Assisted Development: Expectations vs. Reality with Richardson Dackam,5J5ghRV_XgU,https://www.youtube.com/watch?v=5J5ghRV_XgU,videos/20260317-ai-assisted-development-expectations-vs-reality-with-richard-5J5ghRV_XgU.txt
video,2026-03-17,00:34:43,AI-Assisted Development: Expectations vs. Reality with Richardson Dackam,RU0xv6DIR4k,https://www.youtube.com/watch?v=RU0xv6DIR4k,videos/20260317-ai-assisted-development-expectations-vs-reality-with-richard-RU0xv6DIR4k.txt
video,2026-03-10,00:52:08,Who Actually Owns Your Code? SaaS Legal Landmines with Gabriel Saade,bBvHGWA9LwM,https://www.youtube.com/watch?v=bBvHGWA9LwM,videos/20260310-who-actually-owns-your-code-saas-legal-landmines-with-gabrie-bBvHGWA9LwM.txt
video,2026-03-10,00:46:01,Who Actually Owns Your Code? SaaS Legal Landmines with Gabriel Saade,NbRcmSBoNOc,https://www.youtube.com/watch?v=NbRcmSBoNOc,videos/20260310-who-actually-owns-your-code-saas-legal-landmines-with-gabrie-NbRcmSBoNOc.txt
video,2026-03-03,00:51:51,How to Price SaaS for Maximum Growth with Dan Balcauski,aAUirp9Rkjk,https://www.youtube.com/watch?v=aAUirp9Rkjk,videos/20260303-how-to-price-saas-for-maximum-growth-with-dan-balcauski-aAUirp9Rkjk.txt
video,2026-03-03,00:43:14,How to Price SaaS for Maximum Growth with Dan Balcauski,JhdP8xosYGM,https://www.youtube.com/watch?v=JhdP8xosYGM,videos/20260303-how-to-price-saas-for-maximum-growth-with-dan-balcauski-JhdP8xosYGM.txt
video,2026-02-24,00:43:25,The Metric Most SaaS Teams Ignore with Geoff Roberts,fBpBWrTDrMM,https://www.youtube.com/watch?v=fBpBWrTDrMM,videos/20260224-the-metric-most-saas-teams-ignore-with-geoff-roberts-fBpBWrTDrMM.txt
video,2026-02-24,00:37:19,The Metric Most SaaS Teams Ignore with Geoff Roberts,dgdeP2YMyf4,https://www.youtube.com/watch?v=dgdeP2YMyf4,videos/20260224-the-metric-most-saas-teams-ignore-with-geoff-roberts-dgdeP2YMyf4.txt
video,2026-02-17,00:35:23,How Poker Coaching Became a Scalable SaaS with Jason Gondziola,bX8YCx7tniA,https://www.youtube.com/watch?v=bX8YCx7tniA,videos/20260217-how-poker-coaching-became-a-scalable-saas-with-jason-gondzio-bX8YCx7tniA.txt
video,2026-02-17,00:32:26,How Poker Coaching Became a Scalable SaaS with Jason Gondziola,fr5FkYZmKOI,https://www.youtube.com/watch?v=fr5FkYZmKOI,videos/20260217-how-poker-coaching-became-a-scalable-saas-with-jason-gondzio-fr5FkYZmKOI.txt
video,2026-02-10,00:55:50,Bootstrapping a Global SaaS from Vietnam with Milan Milutinovic,gc6M-jXkPcc,https://www.youtube.com/watch?v=gc6M-jXkPcc,videos/20260210-bootstrapping-a-global-saas-from-vietnam-with-milan-milutino-gc6M-jXkPcc.txt
video,2026-02-10,00:48:39,Bootstrapping a Global SaaS from Vietnam with Milan Milutinovic,KAAUlMZqAys,https://www.youtube.com/watch?v=KAAUlMZqAys,videos/20260210-bootstrapping-a-global-saas-from-vietnam-with-milan-milutino-KAAUlMZqAys.txt
video,2026-02-03,00:44:04,"Be the “Sh*t Umbrella”: CTO Lessons on Leadership, Tech Debt, and Exits",cIKl2rxqLIk,https://www.youtube.com/watch?v=cIKl2rxqLIk,videos/20260203-be-the-sh-t-umbrella-cto-lessons-on-leadership-tech-debt-and-cIKl2rxqLIk.txt
video,2026-02-03,00:39:38,"Be the “Sh*t Umbrella”: CTO Lessons on Leadership, Tech Debt, and Exits",hdxAaH_VfxA,https://www.youtube.com/watch?v=hdxAaH_VfxA,videos/20260203-be-the-sh-t-umbrella-cto-lessons-on-leadership-tech-debt-and-hdxAaH_VfxA.txt
video,2026-01-27,00:40:29,Building SaaS Faster in 2026 with Vinay Rao,y49QyG6JmZs,https://www.youtube.com/watch?v=y49QyG6JmZs,videos/20260127-building-saas-faster-in-2026-with-vinay-rao-y49QyG6JmZs.txt
video,2026-01-27,00:39:33,Building SaaS Faster in 2026 with Vinay Rao,w69zz3ThClk,https://www.youtube.com/watch?v=w69zz3ThClk,videos/20260127-building-saas-faster-in-2026-with-vinay-rao-w69zz3ThClk.txt
video,2026-01-20,00:24:45,2026 Predictions That Every Founder Should Plan For,_bR9hhjJsck,https://www.youtube.com/watch?v=_bR9hhjJsck,videos/20260120-2026-predictions-that-every-founder-should-plan-for-_bR9hhjJsck.txt
video,2026-01-20,00:22:32,2026 Predictions That Every Founder Should Plan For,3ouRcnRCwXg,https://www.youtube.com/watch?v=3ouRcnRCwXg,videos/20260120-2026-predictions-that-every-founder-should-plan-for-3ouRcnRCwXg.txt
video,2025-12-16,00:22:57,Top 10 SaaS Lessons (Best of 2025),oetV5CHH_yQ,https://www.youtube.com/watch?v=oetV5CHH_yQ,videos/20251216-top-10-saas-lessons-best-of-2025-oetV5CHH_yQ.txt
video,2025-12-16,00:20:39,Top 10 SaaS Lessons (Best of 2025),GInEtVCbTu8,https://www.youtube.com/watch?v=GInEtVCbTu8,videos/20251216-top-10-saas-lessons-best-of-2025-GInEtVCbTu8.txt
video,2025-12-09,00:47:34,"Freemium, Feedback, and Fighting Google: How Jotform Bootstrapped 35M+ Users",_GDHJH5d-6s,https://www.youtube.com/watch?v=_GDHJH5d-6s,videos/20251209-freemium-feedback-and-fighting-google-how-jotform-bootstrapp-_GDHJH5d-6s.txt
video,2025-12-09,00:43:29,"Freemium, Feedback, and Fighting Google: How Jotform Bootstrapped 35M+ Users",RL_MwYlnafs,https://www.youtube.com/watch?v=RL_MwYlnafs,videos/20251209-freemium-feedback-and-fighting-google-how-jotform-bootstrapp-RL_MwYlnafs.txt
video,2025-12-02,01:00:41,How Cockroach Mode + Curiosity Rebuilt a Career from Scratch,B4vIVmJ6Lhc,https://www.youtube.com/watch?v=B4vIVmJ6Lhc,videos/20251202-how-cockroach-mode-curiosity-rebuilt-a-career-from-scratch-B4vIVmJ6Lhc.txt
video,2025-12-02,00:54:54,How Cockroach Mode + Curiosity Rebuilt a Career from Scratch,7-LUaXRhF1k,https://www.youtube.com/watch?v=7-LUaXRhF1k,videos/20251202-how-cockroach-mode-curiosity-rebuilt-a-career-from-scratch-7-LUaXRhF1k.txt
video,2025-11-27,00:03:04,Why Founders Keep Building: The Hard Truths & Big Wins,kFYlqRcnSeQ,https://www.youtube.com/watch?v=kFYlqRcnSeQ,videos/20251127-why-founders-keep-building-the-hard-truths-big-wins-kFYlqRcnSeQ.txt
video,2025-11-25,00:08:14,Thanksgiving Special: What Really Fuels Entrepreneurs,A7BAEgCPHtE,https://www.youtube.com/watch?v=A7BAEgCPHtE,videos/20251125-thanksgiving-special-what-really-fuels-entrepreneurs-A7BAEgCPHtE.txt
video,2025-11-25,00:07:13,Thanksgiving Special: What Really Fuels Entrepreneurs,oPwsDjA7v3A,https://www.youtube.com/watch?v=oPwsDjA7v3A,videos/20251125-thanksgiving-special-what-really-fuels-entrepreneurs-oPwsDjA7v3A.txt
video,2025-11-18,00:54:25,"ICP Mistakes, Startup Failure, and the Workflow Platform That Changed Everything",iYpgbqBm9xE,https://www.youtube.com/watch?v=iYpgbqBm9xE,videos/20251118-icp-mistakes-startup-failure-and-the-workflow-platform-that-iYpgbqBm9xE.txt
video,2025-11-18,00:48:20,"ICP Mistakes, Startup Failure, and the Workflow Platform That Changed Everything",hwPJBgDC3AE,https://www.youtube.com/watch?v=hwPJBgDC3AE,videos/20251118-icp-mistakes-startup-failure-and-the-workflow-platform-that-hwPJBgDC3AE.txt
video,2025-11-11,01:00:52,"Behind Schedule, Over-budget, and... Happy?",KXfY0Ctt0l4,https://www.youtube.com/watch?v=KXfY0Ctt0l4,videos/20251111-behind-schedule-over-budget-and-happy-KXfY0Ctt0l4.txt
video,2025-11-11,00:55:55,"Behind Schedule, Over-budget, and... Happy?",ZEKpG9VVh9g,https://www.youtube.com/watch?v=ZEKpG9VVh9g,videos/20251111-behind-schedule-over-budget-and-happy-ZEKpG9VVh9g.txt
video,2025-11-04,00:35:59,When AWS Broke the Internet: What Really Happened and How to Prepare,X01PDdq3wGg,https://www.youtube.com/watch?v=X01PDdq3wGg,videos/20251104-when-aws-broke-the-internet-what-really-happened-and-how-to-X01PDdq3wGg.txt
video,2025-11-04,00:31:20,When AWS Broke the Internet: What Really Happened and How to Prepare,2lELAMP8s9Q,https://www.youtube.com/watch?v=2lELAMP8s9Q,videos/20251104-when-aws-broke-the-internet-what-really-happened-and-how-to-2lELAMP8s9Q.txt
video,2025-10-28,00:35:52,From Problem to Product: Turning Personal Frustrations Into Tech Solutions,EYOjouCnfrg,https://www.youtube.com/watch?v=EYOjouCnfrg,videos/20251028-from-problem-to-product-turning-personal-frustrations-into-t-EYOjouCnfrg.txt
video,2025-10-28,00:32:07,From Problem to Product: Turning Personal Frustrations Into Tech Solutions,sfINchqJDuI,https://www.youtube.com/watch?v=sfINchqJDuI,videos/20251028-from-problem-to-product-turning-personal-frustrations-into-t-sfINchqJDuI.txt
video,2025-10-22,00:22:31,SaaS Lessons You Can't Afford to Miss,m_exAmaRAp8,https://www.youtube.com/watch?v=m_exAmaRAp8,videos/20251022-saas-lessons-you-can-t-afford-to-miss-m_exAmaRAp8.txt
video,2025-10-22,00:19:35,SaaS Lessons You Can't Afford to Miss,GuPHIPeSjk0,https://www.youtube.com/watch?v=GuPHIPeSjk0,videos/20251022-saas-lessons-you-can-t-afford-to-miss-GuPHIPeSjk0.txt
video,2025-10-14,00:43:17,"Building What Matters: Culture as a Moat, Scrappy SaaS, and Startup Reality with Steve Powell",Nu0PR84-k4Q,https://www.youtube.com/watch?v=Nu0PR84-k4Q,videos/20251014-building-what-matters-culture-as-a-moat-scrappy-saas-and-sta-Nu0PR84-k4Q.txt
video,2025-10-14,00:36:07,"Building What Matters: Culture as a Moat, Scrappy SaaS, and Startup Reality with Steve Powell",1Y1NsthWDD8,https://www.youtube.com/watch?v=1Y1NsthWDD8,videos/20251014-building-what-matters-culture-as-a-moat-scrappy-saas-and-sta-1Y1NsthWDD8.txt
video,2025-10-07,00:41:35,Why 90% of Developer Tools Fail and How Honeybadger Thrived,1gS1fffEnwA,https://www.youtube.com/watch?v=1gS1fffEnwA,videos/20251007-why-90-of-developer-tools-fail-and-how-honeybadger-thrived-1gS1fffEnwA.txt
video,2025-10-07,00:34:58,Why 90% of Developer Tools Fail and How Honeybadger Thrived,U_IdbrM1a70,https://www.youtube.com/watch?v=U_IdbrM1a70,videos/20251007-why-90-of-developer-tools-fail-and-how-honeybadger-thrived-U_IdbrM1a70.txt
video,2025-09-30,00:45:44,"Scaling SaaS with Values, Culture, and AI Feedback with Stefano Grossi",bZ7eYVSORsg,https://www.youtube.com/watch?v=bZ7eYVSORsg,videos/20250930-scaling-saas-with-values-culture-and-ai-feedback-with-stefan-bZ7eYVSORsg.txt
video,2025-09-30,00:38:51,"Scaling SaaS with Values, Culture, and AI Feedback with Stefano Grossi",ID8TP3DWRTY,https://www.youtube.com/watch?v=ID8TP3DWRTY,videos/20250930-scaling-saas-with-values-culture-and-ai-feedback-with-stefan-ID8TP3DWRTY.txt
video,2025-09-23,00:55:20,From Bootstrapped to Bought: Sustainable SaaS Growth with Tom Buchok,9D28xK98oY4,https://www.youtube.com/watch?v=9D28xK98oY4,videos/20250923-from-bootstrapped-to-bought-sustainable-saas-growth-with-tom-9D28xK98oY4.txt
video,2025-09-23,00:47:43,From Bootstrapped to Bought: Sustainable SaaS Growth with Tom Buchok,P2UHLnHUO_k,https://www.youtube.com/watch?v=P2UHLnHUO_k,videos/20250923-from-bootstrapped-to-bought-sustainable-saas-growth-with-tom-P2UHLnHUO_k.txt
video,2025-09-16,00:50:21,Scaling SaaS Smarter: Growth & Retention Strategies with Rob Walling,Ul7U0laMG3I,https://www.youtube.com/watch?v=Ul7U0laMG3I,videos/20250916-scaling-saas-smarter-growth-retention-strategies-with-rob-wa-Ul7U0laMG3I.txt
video,2025-09-16,00:45:02,Scaling SaaS Smarter: Growth & Retention Strategies with Rob Walling,8a4-N4yGLqI,https://www.youtube.com/watch?v=8a4-N4yGLqI,videos/20250916-scaling-saas-smarter-growth-retention-strategies-with-rob-wa-8a4-N4yGLqI.txt
video,2025-09-09,00:34:51,Burn it Down and Start Over: When is it Time to Rewrite?,n1f9M6iMO0o,https://www.youtube.com/watch?v=n1f9M6iMO0o,videos/20250909-burn-it-down-and-start-over-when-is-it-time-to-rewrite-n1f9M6iMO0o.txt
video,2025-09-09,00:31:19,Burn it Down and Start Over: When is it Time to Rewrite?,6Tq5WMvpFqg,https://www.youtube.com/watch?v=6Tq5WMvpFqg,videos/20250909-burn-it-down-and-start-over-when-is-it-time-to-rewrite-6Tq5WMvpFqg.txt
video,2025-09-02,00:41:22,SaaS That Sells Itself: Growth Without Ads or Cold Outreach,3p4LgOVCxtw,https://www.youtube.com/watch?v=3p4LgOVCxtw,videos/20250902-saas-that-sells-itself-growth-without-ads-or-cold-outreach-3p4LgOVCxtw.txt
video,2025-09-02,00:36:15,SaaS That Sells Itself: Growth Without Ads or Cold Outreach,45ltKm6iUD0,https://www.youtube.com/watch?v=45ltKm6iUD0,videos/20250902-saas-that-sells-itself-growth-without-ads-or-cold-outreach-45ltKm6iUD0.txt
video,2025-08-26,00:41:57,React Native vs. Native Apps: Finding the Right Fit,bJZmSxQaPc0,https://www.youtube.com/watch?v=bJZmSxQaPc0,videos/20250826-react-native-vs-native-apps-finding-the-right-fit-bJZmSxQaPc0.txt
video,2025-08-26,00:38:01,React Native vs. Native Apps: Finding the Right Fit,jWanwI2E3S0,https://www.youtube.com/watch?v=jWanwI2E3S0,videos/20250826-react-native-vs-native-apps-finding-the-right-fit-jWanwI2E3S0.txt
video,2025-08-19,00:40:27,From Idea to MVP: The Early-Stage Decisions That Will Make or Break Your Startup,_G_HC0UUb4E,https://www.youtube.com/watch?v=_G_HC0UUb4E,videos/20250819-from-idea-to-mvp-the-early-stage-decisions-that-will-make-or-_G_HC0UUb4E.txt
video,2025-08-19,00:40:14,From Idea to MVP: The Early-Stage Decisions That Will Make or Break Your Startup,UDLO62gwCok,https://www.youtube.com/watch?v=UDLO62gwCok,videos/20250819-from-idea-to-mvp-the-early-stage-decisions-that-will-make-or-UDLO62gwCok.txt
video,2025-08-12,00:32:05,What Makes a Founder Fundable: Inside the VC Playbook with Brett Calhoun,nFzfT7wAvTY,https://www.youtube.com/watch?v=nFzfT7wAvTY,videos/20250812-what-makes-a-founder-fundable-inside-the-vc-playbook-with-br-nFzfT7wAvTY.txt
video,2025-08-12,00:27:20,What Makes a Founder Fundable: Inside the VC Playbook with Brett Calhoun,Zy1fWF0hT2c,https://www.youtube.com/watch?v=Zy1fWF0hT2c,videos/20250812-what-makes-a-founder-fundable-inside-the-vc-playbook-with-br-Zy1fWF0hT2c.txt
video,2025-08-05,00:42:08,JavaScript Optional: How Turbo is Rewriting the Rails Stack,QCuyUBNyfVw,https://www.youtube.com/watch?v=QCuyUBNyfVw,videos/20250805-javascript-optional-how-turbo-is-rewriting-the-rails-stack-QCuyUBNyfVw.txt
video,2025-08-05,00:37:54,JavaScript Optional: How Turbo is Rewriting the Rails Stack,OcYfSou0HrI,https://www.youtube.com/watch?v=OcYfSou0HrI,videos/20250805-javascript-optional-how-turbo-is-rewriting-the-rails-stack-OcYfSou0HrI.txt
video,2025-07-31,00:38:41,The Unsung Visionary: Inside the Founder-Adjacent Role,6CgHYkm76L4,https://www.youtube.com/watch?v=6CgHYkm76L4,videos/20250731-the-unsung-visionary-inside-the-founder-adjacent-role-6CgHYkm76L4.txt
video,2025-07-29,00:38:44,The Unsung Visionary: Inside the Founder-Adjacent Role,MrwBq5vC1o4,https://www.youtube.com/watch?v=MrwBq5vC1o4,videos/20250729-the-unsung-visionary-inside-the-founder-adjacent-role-MrwBq5vC1o4.txt
video,2025-07-22,00:37:07,Will AI Replace Software Engineers—or Just Redefine Them?,D6Uiq5D14WQ,https://www.youtube.com/watch?v=D6Uiq5D14WQ,videos/20250722-will-ai-replace-software-engineers-or-just-redefine-them-D6Uiq5D14WQ.txt
video,2025-07-22,00:37:04,Will AI Replace Software Engineers—or Just Redefine Them?,rRx9VjiQV4M,https://www.youtube.com/watch?v=rRx9VjiQV4M,videos/20250722-will-ai-replace-software-engineers-or-just-redefine-them-rRx9VjiQV4M.txt
video,2025-07-15,00:46:53,"Lights, Camera… SaaS? The App That’s Transforming Film Sets",RN17I7wNKcE,https://www.youtube.com/watch?v=RN17I7wNKcE,videos/20250715-lights-camera-saas-the-app-that-s-transforming-film-sets-RN17I7wNKcE.txt
video,2025-07-15,00:40:44,"Lights, Camera… SaaS? The App That’s Transforming Film Sets",PSfheqCafrM,https://www.youtube.com/watch?v=PSfheqCafrM,videos/20250715-lights-camera-saas-the-app-that-s-transforming-film-sets-PSfheqCafrM.txt
video,2025-07-08,00:46:21,Joe Kowalski $1B Mistake? Picking the Wrong Vertical,_jMpy9EZcHQ,https://www.youtube.com/watch?v=_jMpy9EZcHQ,videos/20250708-joe-kowalski-1b-mistake-picking-the-wrong-vertical-_jMpy9EZcHQ.txt
video,2025-07-08,00:46:13,Joe Kowalski $1B Mistake? Picking the Wrong Vertical,hpBfcTSSJ7U,https://www.youtube.com/watch?v=hpBfcTSSJ7U,videos/20250708-joe-kowalski-1b-mistake-picking-the-wrong-vertical-hpBfcTSSJ7U.txt
video,2025-07-01,00:36:40,Cracking the B2B Marketplace Code with Brett Farmiloe,fyfvMUu8ixQ,https://www.youtube.com/watch?v=fyfvMUu8ixQ,videos/20250701-cracking-the-b2b-marketplace-code-with-brett-farmiloe-fyfvMUu8ixQ.txt
video,2025-07-01,00:36:32,Cracking the B2B Marketplace Code with Brett Farmiloe,dxAt4MRjPUE,https://www.youtube.com/watch?v=dxAt4MRjPUE,videos/20250701-cracking-the-b2b-marketplace-code-with-brett-farmiloe-dxAt4MRjPUE.txt
video,2025-06-24,00:37:01,The Brutal Truth About Being a Startup CEO with Steve Benson,rGTaxMkPbUQ,https://www.youtube.com/watch?v=rGTaxMkPbUQ,videos/20250624-the-brutal-truth-about-being-a-startup-ceo-with-steve-benson-rGTaxMkPbUQ.txt
video,2025-06-24,00:36:52,The Brutal Truth About Being a Startup CEO with Steve Benson,iRDKP3NeFUE,https://www.youtube.com/watch?v=iRDKP3NeFUE,videos/20250624-the-brutal-truth-about-being-a-startup-ceo-with-steve-benson-iRDKP3NeFUE.txt
video,2025-06-17,00:33:28,Most Startups Build the Wrong Product First,GDhB32hc-Jo,https://www.youtube.com/watch?v=GDhB32hc-Jo,videos/20250617-most-startups-build-the-wrong-product-first-GDhB32hc-Jo.txt
video,2025-06-17,00:33:25,Most Startups Build the Wrong Product First,WMUThLGWNaQ,https://www.youtube.com/watch?v=WMUThLGWNaQ,videos/20250617-most-startups-build-the-wrong-product-first-WMUThLGWNaQ.txt
video,2025-06-10,00:29:42,An AI Sales Engine That Actually Feels Human with Dan Wegner,Wh6mQjX3MdU,https://www.youtube.com/watch?v=Wh6mQjX3MdU,videos/20250610-an-ai-sales-engine-that-actually-feels-human-with-dan-wegner-Wh6mQjX3MdU.txt
video,2025-06-10,00:29:39,An AI Sales Engine That Actually Feels Human with Dan Wegner,74iu4TXjqRQ,https://www.youtube.com/watch?v=74iu4TXjqRQ,videos/20250610-an-ai-sales-engine-that-actually-feels-human-with-dan-wegner-74iu4TXjqRQ.txt
video,2025-06-03,00:43:59,"Drones, Django, and Saying No to Bad Clients with Brian Stinar",u8-PDUeWemE,https://www.youtube.com/watch?v=u8-PDUeWemE,videos/20250603-drones-django-and-saying-no-to-bad-clients-with-brian-stinar-u8-PDUeWemE.txt
video,2025-06-03,00:43:51,"Drones, Django, and Saying No to Bad Clients with Brian Stinar",PNCwW-I8YQc,https://www.youtube.com/watch?v=PNCwW-I8YQc,videos/20250603-drones-django-and-saying-no-to-bad-clients-with-brian-stinar-PNCwW-I8YQc.txt
video,2025-05-27,00:47:11,How One AI Insight Took YellowBird from MVP to Market Leader,k29-ygi56nk,https://www.youtube.com/watch?v=k29-ygi56nk,videos/20250527-how-one-ai-insight-took-yellowbird-from-mvp-to-market-leader-k29-ygi56nk.txt
video,2025-05-27,00:47:01,How One AI Insight Took YellowBird from MVP to Market Leader,Ae1lC9FLaqE,https://www.youtube.com/watch?v=Ae1lC9FLaqE,videos/20250527-how-one-ai-insight-took-yellowbird-from-mvp-to-market-leader-Ae1lC9FLaqE.txt
video,2025-05-21,00:37:33,Why Most Startups Fail and How to Avoid It,3wcfHeopLH0,https://www.youtube.com/watch?v=3wcfHeopLH0,videos/20250521-why-most-startups-fail-and-how-to-avoid-it-3wcfHeopLH0.txt
